SYMBOL,NAME OF COMPANY,ISIN NUMBER
VENTURA,Ventura Textiles Limited,INE810C01044
SHKARTP,Shree Karthik Papers Limited,INE538D01015
STHINPA,South India Paper Mills Limited,INE088G01014
FAMILYCARE,Family Care Hospitals Limited,INE146N01016
RIR,RIR Power Electronics Limited,INE302D01024
IDM,International Data Management Limited,INE649R01010
JETKINGQ,Jetking Infotrain Limited,INE919C01019
INDAGIV,Ind Agiv Commerce Limited,INE115E01010
APLAB,Aplab Limited-$,INE273A01015
PCS,PCS Technology Limited,INE834B01012
SPELS,SPEL Semiconductor Limited,INE252A01019
EDVENSWA,Edvenswa Enterprises Limited,INE125G01014
PERVASIVE,Pervasive Commodities Limited,INE443P01038
SWITCHTE,Switching Technologies Gunther Limited,INE311D01017
PAEL,PAE Limited,INE766A01026
CALCOM,Calcom Vision Limited,INE216C01010
DYNAVSN,Dynavision Limited,INE083E01010
BCCFUBA,BCC Fuba India Limited,INE788D01016
PRECISIO,Precision Electronics Limited,INE143C01024
FINELINE,Fine Line Circuits Limited,INE087E01011
RNITAI,Rnit Ai Solutions Limited,INE335Q01026
GUJARATPOLY,Gujarat Poly Electronics Limited,INE541F01022
MAGNUS,Magnus Steel and Infra Limited,INE898E01011
MODMA,Modern Malleables Limited,INE834C01028
ACIIN,ACI Infocom Limited,INE167B01025
SBECSYS,SBEC Systems India Limited,INE689V01018
INCAP,Incap Limited,INE437C01012
GUJINTRX,Gujarat Intrux Limited-$,INE877E01015
REGANTO,Reganto Enterprises Limited,INE043B01028
PANELEC,Pan Electronics India Limited,INE648E01010
VXLINSTR,VXL Instruments Limited,INE756A01019
LEENEE,Lee & Nee Softwares Exports Limited,INE791B01014
PATELSAI,Patels Airtemp India Limited,INE082C01024
ATHENAGLO,Athena Global Technologies Limited-$,INE576B01019
NARMP,Narmada Macplast Drip Irrigation Systems Limited,INE060D01028
DUTRON,Dutron Polymers Limited-$,INE940C01015
MAGNAELQ,Magna Electro Castings Limited-$,INE437D01010
MARSONS,Marsons Limited,INE415B01044
ELNET,Elnet Technologies Limited-$,INE033C01019
ACCEL,Accel Limited,INE258C01038
DHINDIA,D & H India Limited-$,INE589D01018
ALFATRAN,Alfa Transformers Limited,INE209C01015
NHCFOODS,NHC Foods Limited,INE141C01036
KEERTHI,Keerthi Industries Limited,INE145L01012
SRICC,Sri Chakra Cement Limited,INE827D01020
SURAJ,Suraj Products Limited,INE069E01019
PRSNTIN,Prashant India Limited,INE100E01012
ZKHANDEN,Khandelwal Extractions Limited,INE687W01010
RITESHIN,Ritesh International Limited,INE534D01014
VADILENT,Vadilal Enterprises Limited,INE693D01018
ASHAI,Ashiana Agro Industries Limited,INE709D01012
RGRL,Retro Green Revolution Limited,INE601N01010
WILLIMFI,Williamson Financial Services Limited,INE188E01017
AJANTSOY,Ajanta Soya Limited,INE601B01023
KISAAN,Kisaan Parivar Industries Limited,INE102C01020
SIEL,Superior Industrial Enterprises Limited,INE843L01012
SPTRSHI,Saptarishi Agro Industries Limited,INE233P01017
PRIMAGR,Prima Agro Limited,INE297D01018
MADHURIND,Madhur Industries Limited,INE110C01015
TARAI,Tarai Foods Limited,INE906C01016
MODAIRY,Modern Dairies Limited,INE617B01011
BAMBINO,Bambino Agro Industries Limited,INE921D01013
PRIMIND,Prime Industries Limited,INE543F01028
VIKASWSP,Vikas WSP Limited,INE706A01022
VSFPROJ,VSF Projects Limited,INE923K01014
BANSTEA,Bansisons Tea Industries Limited,INE856E01019
POONADAL,Poona Dal & Oil Industries Limited,INE809E01018
TRANSFD,Transglobe Foods Limited,INE213P01027
SHINDL,Sharat Industries Limited,INE220Z01013
DATIWARE,Datiware Maritime Infra Limited,INE673U01014
KMGMILK,KMG Milk Food Limited,INE873N01015
KSE,KSE Limited-$,INE953E01022
NARBADA,Narbada Gems and Jewellery Limited,INE540C01021
VIRATCRA,Virat Crane Industries Limited,INE295C01014
IBINFO,IB Infotech Enterprises Limited,INE678B01021
AMBARPIL,Ambar Protein Industries Limited,INE072V01017
CHORDIA,Chordia Food Products Limited,INE975C01011
CIANAGRO,CIAN Agro Industries & Infrastructure Limited,INE052V01019
OMEAG,Omega Ag-Seeds Punjab Limited,INE112B01013
TAIIND,TAI Industries Limited-$,INE358D01018
BKV,BKV Industries Limited,INE356C01022
NCCBLUE,NCC Bluewater Products Limited,INE630N01019
ASIANTNE,Asian Tea & Exports Limited-$,INE822B01017
SIMRAN,Simran Farms Limited,INE354D01017
HINDUST,Hindustan Agrigenetics Limited,INE092301014
SURFI,Suryo Foods & Industries Limited,INE565E01016
INTEGFD,Integrated Proteins Limited,INE177M01013
LAKESHORE,Lake Shore Realty Limited,INE734D01010
SAMKRG,Samkrg Pistons & Rings Limited-$,INE706B01012
ECSTSTL,Eastcoast Steel Limited,INE315F01013
ARCEEIN,Arcee Industries Limited,INE276D01012
ABCINDQ,ABC India Limited-$,INE125D01011
BALTE,Balurghat Technologies Limited,INE654B01014
COARO,Coastal Roadways Limited,INE229E01019
SIBARAUT,Sibar Auto Parts Limited,INE441C01014
STARLOG,Starlog Enterprises Limited,INE580C01019
SHVSUIT,Shiva Suitings Limited,INE02Z901011
TITANIN,Titan Intech Limited,INE807M01031
ADVLIFE,Advance Lifestyles Limited,INE900E01015
KAKTEX,Kakatiya Textiles Limited,INE092E01011
OCTAVE,Perfect-Octave Media Projects Limited,INE814L01013
HISARSP,Hisar Spinning Mills Limited,INE689E01014
PASARI,Pasari Spinning Mills Limited,INE604F01010
AMARJOTHI,Amarjothi Spinning Mills Limited,INE484D01012
OLYMPTX,Olympia Industries Limited,INE482O01021
SUDTIND-B,Suditi Industries Limited,INE691D01012
SBFL,Shree Bhavya Fabrics Limited,INE363D01018
GEMSPIN,Gem Spinners India Limited,INE165F01020
EUREKAI,Eureka Industries Limited,INE958A01011
ADITYASP,Aditya Spinners Limited,INE122D01026
PRIMEURB,Prime Urban Development India Limited,INE419E01024
DHANFAB,Dhanlaxmi Fabrics Limited,INE953D01016
SLSTLQ,Sri Lakshmi Saraswathi Textiles Arni Limited-$,INE456D01010
SRMCL,Sri Ramakrishna Mills Coimbatore Limited-$,INE306D01017
SAMTEX,Samtex Fashions Limited-$,INE931D01020
CITYMAN,Cityman Limited,INE117C01010
DHANROTO,Dhanalaxmi Roto Spinners Limited,INE220C01012
SANBLUE,Sanblue Corporation Limited,INE602D01027
UNIROYAL,Uniroyal Industries Limited,INE980D01019
TATIAGLOB,Tatia Global Vennture Limited,INE083G01031
SUNILTX,Sunil Industries Limited,INE124M01015
SRINACHA,Sri Nachammai Cotton Mills Limited-$,INE443E01016
BGDL,Bharat Global Developers Limited,INE893C01032
SAMBANDAM,Sambandam Spinning Mills Limited-$,INE304D01012
KANDAGIRI,Kandagiri Spinning Mills Limited-$,INE292D01019
MKPMOB,MKP Mobility Limited,INE676G01024
CRANEX,Cranex Limited,INE608B01010
BATLIBOI,Batliboi Limited-$,INE177C01022
AUSTENG,Austin Engineering Company Limited,INE759F01012
FLUIDOM,Fluidomat Limited,INE459C01016
MIVENMACH,Miven Machine Tools Limited,INE338P01014
UVDRHOR,United Van Der Horst Limited,INE890G01021
KLBRENG-B,Kilburn Engineering Limited,INE338F01015
BIRLAPREC,Birla Precision Technologies Limited,INE372E01025
VOITHPAPR,Voith Paper Fabrics India Limited-$,INE285C01015
ARTSON,Artson Limited,INE133D01023
SOLIMAC,Solitaire Machine Tools Limited,INE410A01013
INDSILHYD,Indsil Hydro Power and Manganese Limited-$,INE867D01018
ITL,ITL Industries Limited-$,INE478D01014
FRONTSP,Frontier Springs Limited,INE572D01014
RASANDIK,Rasandik Engineering Industries India Limited-$,INE682D01011
YOGISUNG,Yogi Sungwon (India) Limited,INE429B01011
TANAA,Taneja Aerospace & Aviation Limited-$,INE692C01020
CONART,Conart Engineers Limited-$,INE714D01020
MINALIND,Minal Industries Limited,INE097E01028
SHIVAGR,Shivagrico Implements Limited,INE092H01014
IYKOTHITE,Iykot Hitech Toolroom Limited,INE079L01013
CENLUB,Cenlub Industries Limited,INE627F01011
VJLAXMIE,Veejay Lakshmi Engineering Works Limited-$,INE466D01019
AHMDSTE,Ahmedabad Steelcraft Limited,INE868C01018
NMSRESRC,NMS Resources Global Limited,INE169F01014
CANDOUR,Candour Techtex Limited,INE713D01055
TIGLOB,T & I Global Limited,INE811B01010
BEMHY,Bemco Hydraulics Limited ,INE142E01022
ANSALBU,Ansal Buildwell Limited-$,INE030C01015
BNRSEC,BN Rathi Securities Limited,INE710D01028
RISHITECH,Rishi Techtex Limited,INE989D01010
ADSDIAG,A D S Diagnostics Limited,-
ZBINTXPP,Binayak Tex Processors Limited,INE626H01019
JJFINCOR,JJ Finance Corporation Limited,INE584C01011
COSMOFE,Cosmo Ferrites Limited-$,INE124B01018
CROPSTER,Cropster Agro Limited,INE293E01031
FUTURSEC,Futuristic Securities Limited,INE425D01015
SANCTRN,Sanco Trans Limited,INE391G01012
THRIVE,Thrive Future Habitats Limited,INE628D01014
MEDICAPQ,Medi Caps Limited-$,INE442D01010
OTCO,OTCO International Limited,INE910B01028
MORGANITE,Morganite Crucible India Limited,INE599F01020
BAPACK,B&A Packaging India Limited,INE00FM01013
SRMENERGY,SRM Energy Limited,INE173J01018
CONTPTR,Continental Petroleums Limited,INE369D01023
NBFOOT,NB Footwear Limited,INE006F01018
MACPLASQ,Machino Plastics Limited-$,INE082B01018
GVFILM,GV Films Limited,INE395B01048
RAMAVISION,Rama Vision Limited,INE763B01013
SHRIGANG,Shri Gang Industries & Allied Products Limited,INE241V01018
PURITY,Purity Flexpack Limited,INE898O01010
KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017
MICROSE,Microse India Limited,INE809F01015
MINID,Mini Diamonds India Limited,INE281E01028
TRITON,Triton Corp Limited,INE982C01033
ADCINDIA,ADC India Communications Limited-$,INE833A01016
SHARP,Sharp India Limited,INE207B01011
INDBNK,Ind Bank Housing Limited,INE969D01012
JAIMATAG,Jai Mata Glass Limited,INE250C01027
LOTUSCHO,Lotus Chocolate Company Limited,INE026D01011
PACIFICI,Pacific Industries Limited,INE883C01025
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Limited-$,INE889F01017
UNIOFFICE,Universal Office Automation Limited,INE951C01012
APMIN,APM Industries Limited-$,INE170D01025
KRYPTONQ,Krypton Industries Limited,INE951B01014
SWISSMLTRY,Swiss Military Consumer Goods Limited,INE010C01025
MARBU,Martin Burn Limited,INE199D01016
INDTONER,Indian Toners & Developers Limited-$,INE826B01018
KUNSTOFF,Kunststoffe Industries Limited,INE638D01021
SIKA,Sika Interplant Systems Limited,INE438E01032
PHRMASI,Phaarmasia Limited,INE486I01016
IPRINGLimited,IP Rings Limited-$,INE558A01019
YASHINNO,Yash Innoventures Limited,INE823D01011
KKPLASTICK,Kkalpana Plastick Limited,INE465K01016
WATERBASE,Waterbase Limited,INE054C01015
FLEXFO,Flex Foods Limited-$,INE954B01018
GOLKUNDIA,Golkunda Diamonds & Jewellery Limited,INE798D01015
FORTISMLR,Fortis Malar Hospitals Limited,INE842B01015
SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014
SVAMSOF,Svam Software Limited,INE119B01018
ECOBOAR,Ecoboard Industries Limited,INE866A01016
TIHIL,Trans India House Impex Limited,INE502D01011
MITSHI,Mitshi India Limited,INE844D01017
SHUKJEW,Shukra Jewellery Limited,INE344E01016
SOVERDIA,Sovereign Diamonds Limited,INE959D01013
MUKATPIP,Mukat Pipes Limited-$,INE862C01029
INNOVTEC,Innovative Tech Pack Limited,INE965C01038
SUPTANERY,Super Tannery Limited,INE460D01038
CONSTRONIC,Constronics Infra Limited,INE537B01011
AXTEL,Axtel Industries Limited,INE767C01012
GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016
EASTINDIA,East India Drums and Barrels Manufacturing Limited,INE191C01023
VRWODAR,VR Woodart Limited,INE317D01014
APIL,Avi Products India Limited,INE316O01021
HINFLUR,Hindustan Fluorocarbons Limited,INE806J01013
PATIDAR,Patidar Buildcon Limited,INE637N01014
VENLONENT,Venlon Enterprises Limited,INE204D01022
PETPLST,Pet Plastics Limited,INE704F01018
PANIDPR,Panther Industrial Products Limited,INE181D01014
HARLETH,Haryana Leather Chemicals Limited,INE681F01018
PCCOSMA,Pee Cee Cosma Sope Limited,INE417E01010
TCMLMTD,TCM Limited,INE034F01010
KESARPE,Kesar Petroproducts Limited,INE133C01033
LACTOSE,Lactose India Limited,INE058I01013
TEEAI,Teesta Agro Industries Limited,INE757D01011
PNTKYOR,Pentokey Organy India Limited,INE702E01015
RESONANCE,Resonance Specialties Limited-$,INE486D01017
GUJINJEC,Gujarat Inject Kerala Limited,INE659F01014
AIMCOPEST,Aimco Pesticides Limited,INE008B01013
GUJTERC,Gujarat Terce Laboratories Limited,INE499G01013
KABRADG,Kabra Drugs Limited,INE323K01017
SHHARICH,Shree Hari Chemicals Export Limited,INE065E01017
ISHITADR,Ishita Drugs & Industries Limited,INE806D01016
UNIVSTAR,Universal Starch Chem Allied Limited,INE113E01015
NORRIS,Norris Medicines Limited,INE744C01029
ASINPET,Asian Petroproducts & Exports Limited,INE810M01019
CAMEXLimited,Camex Limited,INE198C01010
EVEXIA,Evexia Lifecare Limited,INE313M01030
INDOEURO,Indo Euro Indchem Limited,INE319N01019
RIDDHI,Riddhi Siddhi Gluco Biols Limited-$,INE249D01019
SVCIND,SVC INDUSTRIES Limited,INE038B01010
RAAJMEDI,Raaj Medisafe India Limited,INE548H01015
CORALAB,Coral Laboratories Limited,INE683E01017
TULASEEBIOE,Tulasee Bio Ethanol Limited,INE276N01011
BACPHAR,Bacil Pharma Limited,INE711D01018
KMCSHIL,KMC Speciality Hospitals (India) Limited,INE879K01018
LAFFANSQ,Laffans Petrochemicals Limited-$,INE919B01011
BHASKAGR,Bhaskar Agrochemicals Limited,INE972C01018
SHARMEH,Sharma East India Hospitals & Medical Research Limited,INE465H01012
GAYATRIBI,Gayatri BioOrganics Limited,INE052E01015
PHARMAID,Pharmaids Pharmaceuticals Limited,INE117D01018
VIVIDIND,Vivid Global Industries Limited,INE737C01023
PRIYALT,Priya Limited-$,INE686C01014
TIRUSTA,Tirupati Starch & Chemicals Limited,INE314D01011
HEMORGANIC,Hemo Organic Limited,INE422G01015
JAYSYNTH,Jaysynth Orgochem Limited,INE263B01022
AEONXDIGI,Aeonx Digital Technology Limited,INE994D01010
BANDARAM,Bandaram Pharma Packtech Limited,INE875N01036
ADLINE,Adline Chem Lab Limited,INE276T01018
BERLDRG,Beryl Drugs Limited,INE415H01017
INDXTRA,IEL Limited,INE056E01024
ISTRNETWK,iStreet Network Limited,INE532B01020
GAGAN,Gagan Gases Limited,INE076D01016
PARKERAC,Parker Agrochem Exports Limited-$,INE750B01010
SHUKRAPHAR,Shukra Pharmaceuticals Limited,INE551C01044
ALUFLUOR,Alufluoride Limited,INE058F01019
OXYGENTAPH,Oxygenta Pharmaceutical Limited,INE102E01018
ARCHITORG,Archit Organosys Limited,INE078I01011
SIKOZY,Sikozy Realtors Limited,INE528E01022
WELCURE,Welcure Drugs & Pharmaceuticals Limited,INE331C01025
BIBCL,Bharat Immunologicals & Biologicals Corporation Limited-$,INE994B01014
KABSON,Kabsons Industries Limited,INE645C01010
BASANTGL,Basant Agro Tech India Limited-$,INE473E01021
SANDUPHQ,Sandu Pharmaceuticals Limited,INE751D01014
VISTAPH,Vista Pharmaceuticals Limited,INE427C01021
TITANBIO,Titan Biotech Limited,INE150C01011
JENBURPH,Jenburkt Pharmaceuticals Limited,INE354A01013
LINKPH,Link Pharma Chem Limited,INE302F01011
DECIPHER,Decipher Labs Limited,INE643N01012
EMMESSA,Emmessar Biotech & Nutrition Limited,INE634B01016
EVERESTO,Everest Organics Limited,INE334C01029
PHYTO,Phyto Chem India Limited,INE037C01010
DYNAMIND,Dynamic Industries Limited-$,INE457C01010
BDH,BDH Industries Limited,INE278D01018
JAUSPOL,Jauss Polymers Limited,INE593O01017
GLOBUSCON,Globus Constructors & Developers Limited,INE064L01015
POLYCHMP,Polymechplast Machines Limited,INE809B01014
STELLANT,Stellant Securities (India) Limited,INE395F01023
GALXBRG,Galaxy Bearings Limited,INE020S01012
VINRKLB,Rekvina Laboratories Limited,INE092O01028
SCAGRO,SC Agrotech Limited,INE895E01017
RALEGRA,Ravileela Granites Limited,INE427E01027
UNRYLMA,Uniroyal Marine Exports Limited,INE602H01010
KARANWO,Karan Woo Sin Limited,INE327D01013
SHERVANI,Shervani Industrial Syndicate Limited,INE011D01013
BNAGROCHEM,BN Agrochem Limited,INE00HZ01011
SUPERTEX,Supertex Industries Limited,INE881B01054
SHETR,Shetron Limited,INE278C01010
TRABI,Transgene Biotek Limited,INE773D01018
MPL,Mpl Plastics Limited,INE343A01016
NIKHILAD,Nikhil Adhesives Limited-$,INE926C01022
SPENTA,Spenta International Limited,INE175C01018
MULTIBASE,Multibase India Limited,INE678F01014
ANDREWYU,Andrew Yule & Company Limited,INE449C01025
LUDLOWJUT,Ludlow Jute & Specialities Limited,INE983C01015
ASHRAM,Ashram Online.Com Limited,INE293C01019
ROYALCU,Royal Cushion Vinyl Products Limited-$,INE618A01011
BLOOM,Bloom Dekor Limited-$,INE253C01013
STDSFAC,Standard Surfactants Limited,INE307D01015
MORGAN,Morgan Ventures Limited,INE902C01015
AMRAPLIN,Amrapali Industries Limited,INE762C01021
MIDEASTP,Mid East Portfolio Management Limited,INE033E01015
CRSTCHM,Crestchem Limited,INE293N01016
DIVSHKT,Divyashakti Limited,INE410G01010
ADVMULT,Advance Multitech Limited,INE875S01019
SHREYASI,Shreyas Intermediates Limited,INE115F01017
PANJON,Panjon Limited,INE744D01019
NIRBHAYIND,Nirbhay Colours India Limited,INE218T01010
DUROPACK,Duro Pack Limited,INE138B01018
SWARNSAR,Swarnsarita Jewels India Limited,INE967A01012
CINDHO,Cindrella Hotels Limited-$,INE908C01012
HAMPTON,Hampton Sky Realty Limited,INE299D01022
KKALPANAIND,Kkalpana Industries (India) Limited,INE301C01028
OKPLA,OK Play India Limited,INE870B01024
WELTI,Welterman International Limited,INE662D01013
ASMTEC,ASM Technologies Limited,INE867C01010
PERFEPA,Perfectpac Limited,INE759I01024
AMBIT,Ambitious Plastomac Company Limited,INE267C01013
VISIONCINE,Vision Cinemas Limited,INE515B01025
AEIM,Artificial Electronics Intelligent Material Limited,INE072B01027
INDRANIB,Indrayani Biotech Limited,INE007C01021
EUROLED,Euro Leder Fashion Limited,INE940E01011
WINSOMBR,Winsome Breweries Limited,INE391C01011
ELEFLOR,Elegant Floriculture & Agrotech India Limited,INE152E01013
SKYIND,Sky Industries Limited-$,INE765B01018
PHOENXINTL,Phoenix International Limited,INE245B01011
BHUDEVI,Bhudevi Infra Projects Limited,INE432N01010
PRATIK,Pratik Panels Limited,INE206C01029
RISHIROOP,Rishiroop Limited,INE582D01013
PROMACT,Promact Impex Limited,INE818D01011
STRGRENWO,Sterling Green Woods Limited,INE398F01019
SHAHISHIP,Shahi Shipping Limited-$,INE825D01016
ALPINEHOU,Alpine Housing Development Corporation Limited,INE840D01015
WWALUM,Worldwide Aluminium Limited,INE550D01010
IIRM,IIRM Holdings India Limited,INE670C01026
SFPIL,Square Four Projects India Limited,INE716K01020
SGLRES,SGL Resources Limited,INE967B01028
CHOKSILA,Choksi Laboratories Limited,INE493D01013
SALGUTI,Salguti Industries Limited,INE159C01012
MIDWEST,Midwest Gold Limited,INE519N01014
ENTRINT,Enterprise International Limited,INE439G01019
WIMPLAST,Wim Plast Limited-$,INE015B01018
PHOTOQUP,Photoquip India Limited,INE813B01016
LIPPISYS,Lippi Systems Limited-$,INE845B01018
EXPOEAPL,Expo Engineering And Projects Limited,INE561D01025
NATPLAS,National Plastic Industries Limited,INE233D01013
MFLINDIA,MFL India Limited,INE244C01020
AJWAFUN,Ajwa Fun World & Resort Limited,INE863E01015
TEXELIN,Texel Industries Limited,INE594V01028
RAYALEMA,Royale Manor Hotels & Industries Limited,INE008C01011
THAKDEV,Thakkers Developers Limited,INE403F01017
TIRTPLS,Tirth Plastic Limited,INE008N01018
POLOHOT,Polo Hotels Limited,INE084C01012
ECOPLAST,Ecoplast Limited-$,INE423D01010
ELEMARB,Elegant Marbles & Grani Industries Limited,INE095B01010
BITS,Bits Limited,INE839A01021
ADARSHPL,Adarsh Plant Protect Limited,INE627D01016
HPBL,HCP Plastene Bulkpack Limited,INE136C01044
NICCOPAR,Nicco Parks & Resorts Limited-$,INE653C01022
NTCIND,NTC Industries Limited,INE920C01017
GARNET,Garnet Construction Limited,INE797D01017
BRIGHTBR,Bright Brothers Limited-$,INE630D01010
SHAWGELTIN,Narmada Gelatines Limited,INE869A01010
PGFOILQ,PG Foils Limited,INE078D01012
GRATEXI,Gratex Industries Limited,INE915E01013
VELHO,Velan Hotels Limited,INE548D01014
HOWARHO,Howard Hotels Limited,INE931B01016
VALIANT,Valiant Communications Limited-$,INE760B01019
DRAGARWQ,Dr Agarwals Eye Hospital Limited-$,INE934C01018
MHSGRMS,Mahasagar Travels Limited,INE007G01014
RAGHUNAT,Raghunath International Limited,INE753B01014
DAICHI,Dai-Ichi Karkaria Limited-$,INE928C01010
RAJINFRA,Rajeswari Infrastructure Limited,INE016C01014
SPICEISLIN,Spice Islands Industries Limited-$,INE882D01017
SIPL,Shelter Infra Projects Limited-$,INE413C01013
SHAKTIPR,Shakti Press Limited,INE794C01016
ASHSI,Ashirwad Steels & Industries Limited,INE338C01012
AREXMIS,Arex Industries Limited,INE480H01011
BI,Bilcare Limited-$,INE986A01012
ISFL,ISF Limited,INE973B01026
RISHILASE,Rishi Laser Limited,INE988D01012
JAINCO,Jainco Projects India Limited,INE966C01010
KUMPFIN,Kumbhat Financial Services Limited,INE795E01019
INTECCAP,Intec Capital Limited,INE017E01018
RAJSEC,Rajasthan Securities Limited,INE184D01026
SIDDHEGA,Siddheswari Garments Limited,INE797C01019
SHIKHAR,Shikhar Consultants Limited,INE641B01011
